# WHAT THIS FILE CONTAINS: Every individual fold of every endpoint: 1,420 rows covering 67 endpoints in two split regimes, with training and test sizes and the metrics for that fold alone.
# WHAT IT IS USED FOR: Checking the ten-fold claim directly. Each row is one model fitted on nine folds and scored on the tenth.
# GENERATED FROM: results/tables/manuscript_T2_per_fold.csv, adme_cv_folds.csv, binder_cv_folds.csv
endpoint,task,split,fold,n_test,n_train,n_scaffolds_test,positives_test,roc_auc,pr_auc,mcc,f1,balanced_acc,r2,rmse,mae,spearman,panel,mode,n_positive_test,n_total,n_positive,n_decoy,n_measured_inactive_train
GSK3B,classification,random,3,496,4462,382.0,462.0,0.9770180799592564,0.9982081774772305,0.7633628956492469,0.9849462365591398,0.8486121721415839,,,,,,,,,,,
GSK3B,classification,random,4,496,4462,358.0,462.0,0.9887318563789153,0.9991803824128106,0.7086154146131961,0.9817400644468314,0.8181181563534505,,,,,,,,,,,
GSK3B,classification,random,5,496,4462,379.0,462.0,0.9388846447669976,0.9950675682995752,0.5805986379560371,0.9742489270386266,0.7560478736949325,,,,,,,,,,,
GSK3B,classification,random,6,496,4462,384.0,462.0,0.9677234530175708,0.997557577159958,0.5336452260790777,0.9698275862068966,0.7517188693659282,,,,,,,,,,,
GSK3B,classification,random,7,496,4462,378.0,462.0,0.972275273745862,0.99781632465115,0.6391346251691457,0.9786324786324786,0.7603768780239368,,,,,,,,,,,
GSK3B,classification,random,8,496,4462,392.0,461.0,0.9730399752091728,0.9978988031570756,0.590589265847466,0.9730312837108952,0.7748682987294702,,,,,,,,,,,
GSK3B,classification,random,9,495,4463,388.0,461.0,0.9705882352941178,0.997545119491176,0.6824504585497708,0.98068669527897,0.7897792522648973,,,,,,,,,,,
GSK3B,classification,random,10,495,4463,369.0,461.0,0.9744800306239632,0.9979209797898936,0.7679096293375766,0.9848812095032398,0.8622240653311216,,,,,,,,,,,
GSK3B,classification,scaffold,1,496,4462,211.0,429.0,0.9787426503844416,0.9959730497230012,0.8276533183081638,0.9782857142857144,0.8645061406255437,,,,,,,,,,,
GSK3B,classification,scaffold,2,496,4462,211.0,461.0,0.8901766346451814,0.9900169228724042,0.5142103783526014,0.9711229946524064,0.7066935233963434,,,,,,,,,,,
GSK3B,classification,scaffold,3,496,4462,212.0,467.0,0.91936793915676,0.9943042881148132,0.528258388198406,0.9778714436248684,0.6864431809791036,,,,,,,,,,,
GSK3B,classification,scaffold,4,496,4462,212.0,460.0,0.9086352657004833,0.9918066871554836,0.5163396376027636,0.9699570815450644,0.7135265700483091,,,,,,,,,,,
GSK3B,classification,scaffold,5,496,4462,212.0,469.0,0.9366658769643844,0.9958136853745124,0.4956775442630412,0.9779179810725552,0.6809207928610914,,,,,,,,,,,
GSK3B,classification,scaffold,6,496,4462,212.0,476.0,0.9193277310924368,0.9958658008406248,0.4658873586379987,0.9779179810725552,0.7384453781512605,,,,,,,,,,,
GSK3B,classification,scaffold,7,496,4462,212.0,465.0,0.9619146722164412,0.9973309593062318,0.5734180902397168,0.977730646871686,0.7215053763440861,,,,,,,,,,,
GSK3B,classification,scaffold,8,496,4462,212.0,455.0,0.9191637630662022,0.9918807006016466,0.4351235724193878,0.9647812166488794,0.6308496381667114,,,,,,,,,,,
GSK3B,classification,scaffold,9,495,4463,212.0,462.0,0.963334645152827,0.9972240284201128,0.6707804907787807,0.9795479009687836,0.8106060606060606,,,,,,,,,,,
GSK3B,classification,scaffold,10,495,4463,212.0,473.0,0.9721314626177204,0.9986139451047982,0.5660183681726864,0.9843260188087776,0.702431289640592,,,,,,,,,,,
MAO_A,classification,random,1,223,2005,167.0,90.0,0.9294068504594822,0.9225570259912372,0.7090707481539518,0.8187134502923976,0.8475355054302423,,,,,,,,,,,
MAO_A,classification,random,2,223,2005,166.0,91.0,0.933150183150183,0.894431375234735,0.6745903098082003,0.8066298342541437,0.8367049617049618,,,,,,,,,,,
MAO_A,classification,random,3,223,2005,160.0,91.0,0.9468864468864469,0.918820562546322,0.7385918019493816,0.8390804597701149,0.8632201132201132,,,,,,,,,,,
MAO_A,classification,random,4,223,2005,154.0,91.0,0.9214119214119214,0.90813530532261,0.6258549486058385,0.7727272727272727,0.8092324342324342,,,,,,,,,,,
MAO_A,classification,random,5,223,2005,166.0,91.0,0.943140193140193,0.9380248227798528,0.7670864055974936,0.8554913294797688,0.8762903762903763,,,,,,,,,,,
MAO_A,classification,random,6,223,2005,163.0,91.0,0.9576257076257076,0.9499152766998696,0.7667837436211521,0.8587570621468926,0.8797036297036297,,,,,,,,,,,
MAO_A,classification,random,7,223,2005,165.0,91.0,0.9776057276057276,0.9660309409098672,0.8521329163985579,0.9130434782608696,0.9274475524475524,,,,,,,,,,,
MAO_A,classification,random,8,223,2005,167.0,91.0,0.93989343989344,0.9230569991311454,0.7014123703120567,0.8202247191011236,0.848068598068598,,,,,,,,,,,
MAO_A,classification,random,9,222,2006,163.0,90.0,0.9557239057239058,0.945638924694036,0.7937807631235296,0.872093023255814,0.8901515151515151,,,,,,,,,,,
MAO_A,classification,random,10,222,2006,173.0,90.0,0.961952861952862,0.9568195605982316,0.7861454517158459,0.8622754491017964,0.8810606060606061,,,,,,,,,,,
MAO_A,classification,scaffold,1,223,2005,82.0,107.0,0.8569932323557847,0.8564878552225064,0.5334128726977718,0.7195767195767195,0.7574121817595875,,,,,,,,,,,
MAO_A,classification,scaffold,2,223,2005,82.0,109.0,0.9047963946563656,0.8629279352354022,0.6061149365792232,0.7904761904761904,0.8017865765330758,,,,,,,,,,,
MAO_A,classification,scaffold,3,223,2005,82.0,107.0,0.8095391556558169,0.8424476933399071,0.4182256446477009,0.6373626373626373,0.697752175314212,,,,,,,,,,,
MAO_A,classification,scaffold,4,223,2005,83.0,75.0,0.9497297297297296,0.8881686576812206,0.733901593573041,0.8115942028985508,0.8496846846846847,,,,,,,,,,,
MAO_A,classification,scaffold,5,223,2005,83.0,68.0,0.7938330170777989,0.7441787529983109,0.5598168779890933,0.6774193548387096,0.7636622390891841,,,,,,,,,,,
MAO_A,classification,scaffold,6,223,2005,83.0,77.0,0.8724426258672834,0.814154459583758,0.4793410748172634,0.6624203821656051,0.7417719267034335,,,,,,,,,,,
MAO_A,classification,scaffold,7,223,2005,83.0,99.0,0.8835125448028673,0.8773761119617794,0.6068446432281178,0.7884615384615384,0.8052704463994786,,,,,,,,,,,
MAO_A,classification,scaffold,8,223,2005,83.0,107.0,0.8872462133419272,0.8897894957128321,0.6610310193879915,0.8118811881188119,0.8271430873348373,,,,,,,,,,,
MAO_A,classification,scaffold,9,222,2006,83.0,87.0,0.8875266070668371,0.8485584571662173,0.5679906706309064,0.7058823529411765,0.7659003831417625,,,,,,,,,,,
MAO_A,classification,scaffold,10,222,2006,83.0,71.0,0.8319653017442403,0.7384406196160294,0.4715587656893494,0.6201550387596899,0.7220874918384479,,,,,,,,,,,
MAO_B,classification,random,1,367,3298,252.0,247.0,0.9602564102564102,0.9814193640235224,0.743786482312223,0.9178356713426854,0.8677294197031039,,,,,,,,,,,
MAO_B,classification,random,2,367,3298,241.0,248.0,0.954086473298997,0.9779696959503896,0.7715721350964533,0.924949290060852,0.8882488479262672,,,,,,,,,,,
MAO_B,classification,random,3,367,3298,236.0,248.0,0.950426944971537,0.9764441727610572,0.66917198408434,0.8980392156862745,0.8230380862022229,,,,,,,,,,,
MAO_B,classification,random,4,367,3298,247.0,248.0,0.9440905394415832,0.9735308468787104,0.7078124809887747,0.9098039215686274,0.8416915153158038,,,,,,,,,,,
MAO_B,classification,random,5,367,3298,239.0,248.0,0.9481566820276496,0.974310209205431,0.7551993840710417,0.9221556886227544,0.8732888316616969,,,,,,,,,,,
MAO_B,classification,random,6,366,3299,248.0,247.0,0.9611131902153572,0.981801551341466,0.727010872466969,0.9151873767258384,0.8519885687068349,,,,,,,,,,,
MAO_B,classification,random,7,366,3299,231.0,247.0,0.967645357738237,0.9837031905635688,0.824401327859575,0.9437751004016064,0.908481611267989,,,,,,,,,,,
MAO_B,classification,random,8,366,3299,240.0,247.0,0.946892117170755,0.9734228004478486,0.7475071698665497,0.9203187250996016,0.8667709998979349,,,,,,,,,,,
MAO_B,classification,random,9,366,3299,245.0,247.0,0.9600755281869832,0.9801687063068094,0.7288537002093608,0.9141716566866268,0.8585207362297145,,,,,,,,,,,
MAO_B,classification,random,10,366,3299,242.0,247.0,0.952131459871398,0.9761414977498396,0.7281222168361248,0.9145129224652088,0.8563433470554214,,,,,,,,,,,
MAO_B,classification,scaffold,1,367,3298,116.0,256.0,0.9338400900900902,0.9663504537280898,0.7006706513964293,0.9072978303747534,0.8546241554054055,,,,,,,,,,,
MAO_B,classification,scaffold,2,367,3298,119.0,240.0,0.8493766404199475,0.8798460331143685,0.6320886747438565,0.8731808731808732,0.8154527559055118,,,,,,,,,,,
MAO_B,classification,scaffold,3,367,3298,119.0,253.0,0.9397406559877955,0.9718897975408436,0.6927539000768865,0.9124767225325884,0.8131370917412107,,,,,,,,,,,
MAO_B,classification,scaffold,4,367,3298,121.0,231.0,0.8693181818181819,0.9075841844132028,0.6311635038739996,0.8713692946058091,0.8038101604278074,,,,,,,,,,,
MAO_B,classification,scaffold,5,367,3298,121.0,265.0,0.9076951535331114,0.966187354578834,0.6197431734249238,0.8854368932038835,0.8223455419903811,,,,,,,,,,,
MAO_B,classification,scaffold,6,366,3299,120.0,215.0,0.8514708147235485,0.8972523844809859,0.5534039404406101,0.8038740920096852,0.7800862467272447,,,,,,,,,,,
MAO_B,classification,scaffold,7,366,3299,120.0,267.0,0.9057239057239056,0.9592695159419302,0.6560900729730877,0.9060150375939848,0.8300987402110998,,,,,,,,,,,
MAO_B,classification,scaffold,8,366,3299,120.0,228.0,0.8816584032545132,0.916917720247288,0.5844102292282798,0.8559670781893004,0.7749809305873379,,,,,,,,,,,
MAO_B,classification,scaffold,9,366,3299,120.0,262.0,0.856283029947152,0.9296732182605956,0.5748890878550695,0.8868274582560297,0.7734145625366999,,,,,,,,,,,
MAO_B,classification,scaffold,10,366,3299,120.0,257.0,0.9000821047370864,0.9493275002034824,0.6168171235619545,0.8970588235294118,0.7774604647842074,,,,,,,,,,,
hERG,classification,random,1,588,5287,512.0,243.0,0.9391065783980438,0.9272179059951468,0.7310541520712738,0.8269662921348314,0.8525138665235283,,,,,,,,,,,
hERG,classification,random,2,588,5287,516.0,243.0,0.9599451303155008,0.9509648660898942,0.8070890629494629,0.8812095032397408,0.8965646806226516,,,,,,,,,,,
hERG,classification,random,3,588,5287,504.0,243.0,0.9600882686228902,0.949254111739961,0.7856773877548102,0.8682505399568035,0.8860440150295223,,,,,,,,,,,
hERG,classification,random,4,588,5287,498.0,243.0,0.9588000238563844,0.9461253512543646,0.7898915189718845,0.868995633187773,0.8862766147790302,,,,,,,,,,,
hERG,classification,random,5,588,5287,506.0,243.0,0.958811952048667,0.9529326678291048,0.8030772735683787,0.8803418803418803,0.8963320808731436,,,,,,,,,,,
hERG,classification,random,6,587,5288,495.0,242.0,0.9521739130434784,0.93351303931621,0.7814112329028033,0.8702928870292888,0.8891723559707749,,,,,,,,,,,
hERG,classification,random,7,587,5288,504.0,242.0,0.9485447358965146,0.937436990123627,0.7423196215278965,0.8463157894736842,0.8689124446041443,,,,,,,,,,,
hERG,classification,random,8,587,5288,523.0,243.0,0.953356780553163,0.9446482891695068,0.7423949677550464,0.8450106157112527,0.867313857785434,,,,,,,,,,,
hERG,classification,random,9,587,5288,505.0,243.0,0.9527227485883816,0.9357539280876154,0.7672664078283576,0.8607594936708861,0.8805089003732414,,,,,,,,,,,
hERG,classification,random,10,587,5288,506.0,243.0,0.9578428557756724,0.9389022383199715,0.7601432003282363,0.8559322033898306,0.8763936740357929,,,,,,,,,,,
hERG,classification,scaffold,1,588,5287,336.0,245.0,0.8599393110013684,0.8196721297994362,0.493997584452979,0.6635294117647059,0.7309037900874635,,,,,,,,,,,
hERG,classification,scaffold,2,588,5287,336.0,279.0,0.95019777058612,0.947462105266726,0.7475592454317375,0.8571428571428571,0.869245223927341,,,,,,,,,,,
hERG,classification,scaffold,3,588,5287,338.0,239.0,0.9303928738415796,0.9082403328140995,0.691437330574234,0.8129032258064516,0.8423888935512103,,,,,,,,,,,
hERG,classification,scaffold,4,588,5287,338.0,217.0,0.9404896468630056,0.9183315515020112,0.7152371717183531,0.8135593220338984,0.8493609251369446,,,,,,,,,,,
hERG,classification,scaffold,5,588,5287,339.0,244.0,0.9401091307662982,0.9342739606993916,0.7618577553615156,0.851528384279476,0.8719738848646588,,,,,,,,,,,
hERG,classification,scaffold,6,587,5288,338.0,257.0,0.9455606650159178,0.9384016405866356,0.7230124583789506,0.8360655737704918,0.8559780686239831,,,,,,,,,,,
hERG,classification,scaffold,7,587,5288,338.0,214.0,0.8564931973641352,0.7999241749152847,0.5456436462314865,0.6982543640897756,0.7641001227731703,,,,,,,,,,,
hERG,classification,scaffold,8,587,5288,338.0,251.0,0.905710491367862,0.898629038985201,0.6381051903614731,0.7719298245614035,0.807442847656991,,,,,,,,,,,
hERG,classification,scaffold,9,587,5288,338.0,248.0,0.939754020363498,0.9139244327776768,0.6799066649336363,0.7955555555555556,0.8269637929393854,,,,,,,,,,,
hERG,classification,scaffold,10,587,5288,338.0,234.0,0.939214546863272,0.9180508282977242,0.7578329021224454,0.8440366972477065,0.8676666424541779,,,,,,,,,,,
D2,regression,random,1,774,6960,593.0,,,,,,,0.6120619509349846,0.5882212057521821,0.4184642100200138,0.7738761982803418,,,,,,,
D2,regression,random,2,774,6960,601.0,,,,,,,0.6151090438322442,0.6069414545446039,0.4483023035962862,0.7891372438243263,,,,,,,
D2,regression,random,3,774,6960,613.0,,,,,,,0.5978233469131538,0.5860860533554325,0.4268178351083313,0.7630836041853615,,,,,,,
D2,regression,random,4,774,6960,595.0,,,,,,,0.5632566576476163,0.6138357093788152,0.4372296932570075,0.7564122430367637,,,,,,,
D2,regression,random,5,773,6961,594.0,,,,,,,0.5967547963174523,0.5967888408853689,0.4154820926129352,0.7847320080026241,,,,,,,
